2043153,39.072223,35.073921
2043616,35.8,31.71667
2043686,35.0,39.0
2081974,-0.70312,52.16045
2086499,37.675557,34.819161
2087069,36.21806,34.00583
2088585,36.289649,33.512141
2092699,38.274129,34.547462
2092707,38.26878,34.550564
2092840,30.85696,36.96716
2092956,35.43333,30.33333
2093453,36.6173,32.75696
2093460,36.6173,32.75696
2095811,36.91954,32.51779
2096184,36.62896,32.85514
2101258,36.187463,33.064974
2102506,36.81667,31.88333
2102512,36.58667,31.80175
2102518,36.010242,31.737985
2105164,36.58197,32.76003
2105625,38.260727,34.554993
2111701,36.580768,36.169065
2116105,36.392395,35.420141
2118664,38.261747,36.555222
2118904,36.11376,34.81836
2120222,34.9885,32.81841
2124864,35.7223,31.76546
2181404,36.203823,34.006681
2276644,32.87558,24.09522
2280212,37.149497,36.210105
2280218,36.69376,33.64389
2280221,36.291924,33.513063
2280330,39.03139,36.86
2280347,36.8659,36.46456
2280349,36.48256,32.52013
2280357,35.89929,32.28082
2281511,36.294679,34.75709
2281512,35.94503,31.95522
2281513,36.328,32.09294
2281530,38.28055,34.56077
2281532,36.62896,32.85514
2281536,40.03843,36.82399
2281537,40.144853,35.336909
2281555,37.247538,35.373674
2281565,35.75,32.33333
2281577,36.03006,35.59824
2281624,35.9,34.8
2281675,35.94944,35.15186
2281685,36.567029,35.2672
2281694,36.24541,34.93075
2281717,35.442813,30.329413
2281722,35.9,32.0
2281724,36.343175,35.06609
2281725,36.05714,35.59593
2281726,35.970556,34.812222
2281752,35.678104,32.655612
2281755,35.45466,29.67793
2281791,42.2,37.3
2281821,38.257339,34.562797
2281843,36.69653,32.89774
2281844,36.157828,35.095157
2281883,35.857483,34.856558
2282717,36.206241,34.006046
2282727,38.269969,34.553295
2282925,36.46276,31.729
2282929,35.73829,31.26923
2282930,35.75,31.16667
2283140,36.0,31.0
2283154,35.37564,33.55993
2285308,35.48528,38.73222
2289331,35.83333,32.5
2289343,35.75548,31.9187
2289349,35.92147,31.50118
2296211,36.6173,32.75696
2296223,35.79011,35.53168
2296395,36.28333,33.51667
2296401,40.729914,34.747741
2296424,38.75806,35.62883
2298620,35.61271,32.45047
2298636,36.84076,34.02265
2298659,35.88659,34.88902
2299143,37.15691,36.1994
2299353,36.39658,32.29957
2299355,35.76191,31.00512
2299357,37.1631,36.19938
2309266,37.155979,36.199439
2309272,37.155439,36.186583
2317202,36.310197,33.509125
2320024,37.156567,36.206587
2321561,36.481645,32.518148
2321575,36.3092109998,33.5118599616
2321580,36.303534,33.510233
2321612,38.253683,34.553879
2323296,35.939321,31.951578
2324490,36.287186,33.52891
2331801,36.40178,35.424786
2331804,36.48183,32.517923
2331877,38.266989,34.552252
2336274,38.275647,34.547206
2338571,35.5,30.3
2338577,35.7,32.3
2347865,36.12265,35.177134
2348308,39.8225,35.689444
2348412,36.306572,33.511384
2348436,36.307,33.5102
2348462,38.271023,34.549988
2348478,36.9,36.5
2348482,36.482839,32.519542
2348487,36.6,32.9
2348488,36.6,32.9
2348489,36.6,32.9
2348535,36.3054109601,33.5098246612
2359409,36.6,32.9
2359500,35.84972,34.43667
2359892,36.1,35.2
2363369,36.30324,33.51107
2367286,35.5,33.3
2388319,43.76394,16.94021
2408930,37.838566,37.272204
2417603,31.3,30.0
2418304,35.7,31.2
2424200,35.6,30.5
2424211,35.6,30.8
2424212,35.6,31.5
2424700,36.5,36.2
2424701,36.4,32.1
2424702,39.3,36.8
2426000,35.7,33.3
